employee_id,first_name,last_name,department,email,phone,status,salary,joining_date,termination_date,address
1087,Jesse,Johnson,Sales,qkrause@example.net,920.975.3900x835,Terminated,8301,2022-11-04,2023-10-02,"657 Michelle River Suite 088
Wardmouth, SC 48779"
1088,Lindsay,Hoover,Marketing,carsonnathan@example.net,+1-966-612-1112x50872,Active,$8107,2024-03-26,,"53031 Carol Estates Apt. 874
West Jessica, SC 54968"
1089,Savannah,Ward,Ops,bethanyhamilton@example.net,9713645535,Terminated,3648,2021-05-08,2022-08-27,"25529 Jacobs Land Suite 343
North Lindseyshire, TN 62436"
1090,Amy,Reid,Sales,ifox@example.net,(832)928-9460,Active,9690,2021-04-14,,"906 Davis Street
South Cristian, NJ 94639"
1091,Drew,Munoz,Legal,alexandrasavage@example.org,2307897619,Terminated,3150,2021-07-15,2023-06-11,"28391 Joel Stravenue
Lake Samanthastad, MD 16588"
1092,Anthony,Fox,HR,kimberlyanderson@example.com,3502874776,Terminated,4183,2021-07-06,2023-04-16,"21685 Lori Square
Port Christina, ID 50759"
1093,Shane,Collins,Legal,obrienjoseph@example.org,+1-920-617-8300x69387,Active,8248,2021-06-23,,"3395 Michael Spurs
Joannaborough, IN 96659"
1094,Ashley,Conner,Legal,bonnierobinson@example.org,+1-882-387-2075x05430,Active,9334,2022-10-13,,"1161 Ferguson Track Apt. 772
Angelafurt, NC 77002"
1095,Samantha,Tate,Ops,heathersnyder@example.net,635.510.6215x19091,Terminated,$4048,2025-06-19,2025-10-19,"0067 Oliver Hills Suite 490
East Shawn, NC 01251"
1096,James,Rivera,HR,nicholas01@example.net,(573)518-7794,Terminated,9965,2021-10-28,2021-10-30,"16446 Dorsey Way
South Dawnborough, NJ 62966"
1097,Alan,West,Ops,hshaw@example.com,530.528.8725,Terminated,6138,2023-07-18,2023-07-04,"PSC 7235, Box 9909
APO AA 31989"
1098,Steven,Jenkins,Marketing,brandonvargas@example.org,001-887-484-0545x9495,Active,9139,2021-08-26,,"71600 Rita Squares Apt. 080
West Rebecca, KY 28919"
1099,John,Morgan,Engineering,regina74@example.org,337.400.4540,Active,4246,2024-06-27,,"USNV Green
FPO AA 16960"
1100,Priscilla,Williams,HR,milleranthony@example.org,001-728-226-8631x235,Active,7169,2021-02-18,,"85203 Douglas Heights Suite 155
Hudsonhaven, WA 38235"
1101,Nathaniel,Armstrong,Sales,hscott@example.net,691.869.2271x045,Active,8264,2021-01-28,,"553 Martinez Summit Apt. 793
Brittanymouth, PW 43290"
1102,Kathryn,Ruiz,Sales,johnsonalexandra@example.com,001-822-900-3266x74193,Active,9252,2025-10-15,,"937 Reese Fords Suite 555
Victoriabury, WV 65960"
1103,Debra,Lane,Sales,heidiibarra@example.com,001-284-986-7771x754,Terminated,4781,2023-03-31,2023-11-06,"8798 Francis Corner
Brandiville, WI 32323"
1104,Catherine,Graham,Engineering,nmack@example.org,383.765.5989x880,Active,5595,2021-12-29,,"PSC 3344, Box 3831
APO AP 56178"
1105,Emily,Adkins,Legal,christyrobinson@example.org,642.223.7681x013,Active,5699,2023-01-23,,"41055 Lauren Run Apt. 451
New Ashleyview, AL 91248"
1106,Caleb,Silva,Finance,elizabethherman@example.com,393-692-2388x99512,Active,4971,2021-10-26,,"2617 Kennedy Summit
Drewborough, SD 52423"
1107,Samantha,Douglas,Legal,ganderson@example.com,(904)604-7135,Active,5888,2024-03-07,,"6456 Tyrone Loaf Suite 680
West Amy, AZ 35680"
1108,Laurie,Walker,Legal,hunter23@example.org,944-929-0821,Terminated,5369,2023-05-23,2025-03-19,"Unit 3451 Box 8665
DPO AA 39698"
1109,Lindsay,Allen,Sales,cainjames@example.net,001-552-953-2249x6670,Active,5243,2021-05-11,,"505 Diaz Turnpike
Reedside, MN 28060"
1110,Veronica,Knight,Legal,cwilliams@example.net,+1-585-992-2079x073,Terminated,10269,2024-09-07,2021-09-30,"3986 Wells Vista Apt. 127
North Andrewberg, ND 29720"
1111,Rodney,Bailey,Sales,user_no_domain,001-225-614-5338x02243,Active,5525,2023-12-15,,"02388 Chen Islands
Port Erin, MS 38021"
1112,Brian,Black,Legal,davisrichard@example.org,905.471.5368x20215,Terminated,9074,2024-05-09,2025-03-19,"62582 Martin Tunnel
Lake Adrianatown, DC 17659"
1113,Emily,Green,HR,user_no_domain,(569)430-6667,Terminated,6718,2025-01-18,2024-05-04,"458 Edwards Plaza
Beckburgh, AS 55689"
1114,Kimberly,Rogers,Finance,michaela06@example.com,001-202-225-0555,Terminated,9783,2023-04-04,2024-01-17,"9517 Sandra Bridge Suite 360
Powellland, CO 24965"
1115,Sherry,Smith,Marketing,danielstewart@example.net,452.682.8269x5218,Terminated,5351,2023-06-14,2022-12-30,"64760 Lewis Crescent
West Melissa, VA 56016"
1116,Ian,Richardson,Ops,cturner@example.net,(660)560-8930,Active,8628,2023-01-25,,"96299 Francisco Oval
New Bradley, ME 85276"
1117,Frederick,Wilcox,Finance,andrew96@example.com,805-544-8183x838,Active,5294,2021-04-19,,"85548 Ernest Spring
Colebury, RI 30006"
1118,Julie,Gallegos,Legal,imorgan@example.org,808-949-1609,Active,9738,2024-08-17,,"880 Lucas Avenue
Mitchellhaven, SC 24721"
1119,Jennifer,Lee,Sales,michele95@example.org,368-840-0046,Terminated,3681,2025-03-15,2021-01-21,"06835 Gaines Crest
New Diana, VI 66768"
1120,Timothy,May,Engineering,omarcummings@example.org,(707)425-0462,Terminated,7198,2024-02-06,2024-02-29,"5914 Washington Unions
South Danielleland, MT 51957"
1121,Michele,Scott,Engineering,hhouston@example.com,(864)515-9373x8426,Active,8269,2024-05-29,,"794 Caleb Mission Apt. 429
Dwaynefort, NC 11732"
1122,Crystal,Wells,HR,user_no_domain,363.974.4201x848,Active,5385,2025-09-05,,"2931 Anne Gateway Apt. 702
Lake Abigail, IN 51482"
1123,Laura,Washington,Sales,user_no_domain,210-345-7780x26962,Terminated,5597,2025-03-16,2021-02-16,"128 Ramirez Drive
West Shawn, NV 58385"
1124,Jessica,Duncan,Legal,vhenry@example.net,624.413.6216x860,Terminated,$8591,2022-05-05,2025-09-02,"2485 Ramsey Crossing Apt. 908
North Christianfort, MN 41933"
1125,Wendy,Murray,Ops,danny15@example.net,828-415-0127,Active,7829,2025-03-13,,"356 Hunt Mountain
Barrettmouth, TN 94582"
1126,Melanie,Harvey,Marketing,benjamin63@example.net,460.694.6595,Active,5381,2023-09-21,,"2627 Samantha Branch Apt. 247
Port Carlaton, VI 47731"
1127,Cory,Turner,Ops,qjimenez@example.net,(472)327-5015x2033,Active,8921,2022-12-18,,"61540 Juarez Prairie
Loriborough, AR 52405"
1128,Kathryn,Love,Legal,ndavenport@example.net,987.741.5737x00621,Active,4928,2025-06-29,,"9699 Rebecca Cape
Daughertystad, NM 85850"
1129,Diane,Larson,Ops,lmedina@example.com,340.298.6707x448,Terminated,5844,2024-08-13,2026-01-02,"16492 Robert Junctions
Port Carolberg, MO 20439"
1130,Eric,Warren,Finance,mariosandoval@example.com,(828)352-0834,Terminated,8666,2024-04-27,2023-06-30,"608 Brown Extensions
Port Alicia, CO 65047"
1131,Martha,Solis,Sales,bennettshawn@example.com,001-455-409-7033x2741,Active,5685,2024-03-14,,"2384 Mark Place Apt. 466
Andreaville, MN 56965"
1132,Regina,Goodwin,Sales,user_no_domain,+1-554-391-7094x0517,Terminated,5153,2023-09-26,2024-12-05,"742 Amy Fort
Bartonshire, OR 59213"
1133,Jesse,Wiggins,Sales,michaelfitzpatrick@example.net,785-964-0150x278,Terminated,3871,2025-11-09,2024-06-10,"989 Johnson Lane
West Lisafort, AS 66644"
1134,Pamela,Bryant,Legal,qmills@example.org,(650)252-1777x808,Terminated,3345,2025-10-04,2021-02-25,"1200 Sean Ramp Apt. 937
Christineside, NC 79148"
1135,Stephanie,Lee,Marketing,denise83@example.com,208-247-3976,Terminated,4637,2024-11-03,2023-07-06,"31259 Brittany Island
Caldwellburgh, DE 88006"
1136,Virginia,Atkins,Marketing,morganrachel@example.net,001-321-662-0552x31545,Terminated,6808,2023-12-31,2025-09-24,"2498 Stanley Parkways Suite 487
Lake Elizabethburgh, TN 78027"
1137,Stephanie,Brown,Legal,glopez@example.com,+1-363-769-6712x7404,Terminated,6020,2022-11-01,2024-08-08,"31680 Moses Ville
New Amandaberg, NJ 87522"
1138,Diane,Hess,HR,woodlance@example.net,439-976-7029x401,Terminated,4226,2021-06-16,2023-10-17,"Unit 8621 Box 1335
DPO AP 81757"
1139,Julie,Rogers,Finance,user_no_domain,680.728.2204,Terminated,11958,2022-11-05,2022-10-09,"603 Haynes Locks
North Lori, MN 10105"
1140,Ashley,Bray,Legal,rachelberry@example.org,+1-840-692-9204x8947,Terminated,6969,2021-03-01,2023-05-24,"Unit 4821 Box 0821
DPO AA 35965"
1141,Lisa,Snyder,Legal,kimberlyhensley@example.com,+1-389-376-6015x53781,Active,3789,2023-11-09,,"601 Jamie Walk Suite 530
South Rick, IL 72891"
1142,Michael,Mclaughlin,Legal,acastillo@example.net,745.971.4002x02193,Active,$7562,2024-06-28,,"9384 Jesse Field Apt. 847
Webermouth, ME 68920"
1143,Brandon,Clark,Engineering,loganchristopher@example.net,001-745-942-9184x58174,Active,6564,2025-10-01,,"7895 Munoz Fall Apt. 960
South Michael, UT 66840"
1144,Andrew,Kelley,Finance,barneslinda@example.com,2744724227,Active,3454,2023-03-17,,"7825 Brian Common
Harryside, OK 59246"
1145,Nicole,Simpson,Ops,leslie83@example.com,815-723-1586,Terminated,4335,2021-02-25,2022-06-12,"1545 Deanna Mills Apt. 076
Woodsmouth, LA 75910"
1146,Willie,Martin,Engineering,ericriley@example.com,(475)647-4991,Terminated,3429,2021-03-25,2022-05-07,"0940 Glenn Overpass
Gregoryfort, AS 78346"
1147,Ryan,Ross,Legal,jhicks@example.com,662-593-5630,Active,3199,2022-03-23,,"USNV Morgan
FPO AP 14713"
1148,Jamie,Morales,Marketing,tanyajuarez@example.net,+1-361-932-1220x580,Terminated,6724,2025-06-01,2025-08-06,"2200 Simmons Spring Apt. 433
East Garrett, WV 52684"
1149,Emily,Ramirez,Marketing,levyjonathan@example.org,001-500-881-3881,Terminated,6367,2025-02-22,2022-03-09,"9872 Fitzgerald Forges Apt. 915
Richardton, MS 46296"
1150,Karen,Beard,Sales,colleen39@example.org,511-413-3504x2069,Terminated,7218,2025-03-06,2024-12-10,"62250 Frost Ways
Ernestbury, ME 16046"
1151,Cody,Miller,Marketing,sotojohn@example.net,262.798.0696x70167,Active,7510,2024-10-05,,"57083 Winters Plaza
New Courtneyville, MA 17368"
1152,Gary,Reynolds,Marketing,adrienneroberts@example.net,001-261-822-0816x714,Active,$4213,2022-03-28,,"26044 Lester Radial
Lake Jessicaberg, MH 32378"
1153,Harold,Baker,Marketing,sfrazier@example.net,+1-367-892-8226,Terminated,5461,2024-12-04,2023-01-21,"015 Joseph Knolls
Lake Michellechester, NH 68280"
1154,Noah,Rhodes,Engineering,gomezdouglas@example.org,3495842829,Active,5089,2025-03-13,,"513 Castro Stream
North Gavinbury, NJ 15858"
1155,Pamela,Garcia,Finance,moorejoseph@example.org,627-988-7754,Active,9742,2025-04-02,,"79211 White Fords Apt. 379
New Marie, OK 03104"
1156,Gary,Boyd,Finance,williamsmichael@example.com,5065424899,Active,7569,2024-07-30,,"USCGC Williams
FPO AP 81249"
1157,Paul,Miller,HR,thomassara@example.org,+1-237-492-7890x9042,Active,8235,2021-07-18,,"242 Green Mountain
Lake Erikside, ND 22322"
1158,Michael,Davis,Ops,igarcia@example.net,944-394-9106,Terminated,6309,2025-10-28,2022-08-09,"29030 Moreno Parkways
Lake Robertfurt, IA 43570"
1159,Melinda,Jones,HR,rrice@example.net,001-598-865-2088,Terminated,8164,2021-07-14,2025-06-20,"2961 Alan Lodge
Yorkland, RI 35454"
1160,Cynthia,Schroeder,Engineering,davidlam@example.com,+1-384-240-5723,Terminated,6527,2025-04-01,2022-02-17,"53930 Christensen Court Apt. 796
Alexandertown, UT 62622"
1161,Marcus,Sparks,Ops,gerald36@example.org,630-340-4819,Active,7298,2024-09-11,,"0129 Hubbard Mountains Apt. 084
Lake Kimberlystad, IA 97136"
1162,Deborah,Mccullough,HR,user_no_domain,293.683.8181,Terminated,5614,2021-11-24,2023-06-28,"789 Vargas Heights Suite 044
East Annaberg, MO 69126"
1163,Nathan,Taylor,HR,tammy89@example.org,255.700.3569x7096,Terminated,3168,2022-08-21,2025-03-10,"1615 Christopher Estate
Hendersonview, TX 19262"
1164,Brandon,Campos,Marketing,zmiller@example.com,+1-877-824-1265,Terminated,8757,2024-11-12,2022-03-06,"PSC 7704, Box 2126
APO AA 82810"
1165,Angela,Silva,HR,christopherhernandez@example.org,(241)383-6997x885,Terminated,$6333,2021-06-18,2025-09-11,"25416 Morris Views
Port Victoriafurt, NC 95781"
1166,Hayley,Williams,Finance,kim70@example.net,314-984-7383,Terminated,7499,2021-04-11,2022-04-24,"PSC 8880, Box 4658
APO AE 58263"
1167,Jason,Patton,Sales,chungamber@example.net,594-958-0214x9282,Active,8833,2021-11-19,,"5844 Ayala Divide Apt. 698
Port Heather, VI 76222"
1168,Lori,Hutchinson,Finance,nharris@example.org,+1-291-264-9152x1962,Active,9106,2021-04-14,,"488 Cox Fords Apt. 833
Ellismouth, KS 42628"
1169,William,Cisneros,HR,stephaniehale@example.org,(520)492-8508x404,Terminated,8249,2022-07-11,2024-11-01,"07425 Clayton Plains
Lake Kerrymouth, NJ 36441"
1170,William,Jackson,Engineering,thomas83@example.net,593-244-0487x87760,Terminated,5402,2024-04-23,2024-07-15,"46638 Jerry Rapid
North Amy, NY 35656"
1171,Allison,Collier,Legal,angelawalsh@example.org,963.773.1210x63795,Active,9195,2024-06-23,,"0643 Roberts Lights Apt. 851
West Denise, MI 02660"
